Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
Photovoltaics Bulletin,19508,Elsevier Science,/scimag/journals/19508,/scimag/?journal=19508&page=1,34,,,,,
Physica,19517,Elsevier Science,/scimag/journals/19517,/scimag/?journal=19517&page=1,273,,,,,
Physica A: Statistical Mechanics and its Applications,19518,Elsevier Science,/scimag/journals/19518,/scimag/?journal=19518&page=1,1137,/scimag/?journal=19518&year=2017&volume=465&issue=,/scimag/?journal=19518&year=2018&volume=489&issue=,/scimag/?journal=19518&year=2019&volume=513&issue=,/scimag/?journal=19518&year=2020&volume=537&issue=,/scimag/?journal=19518&year=2021&volume=561&issue=
Physica B: Condensed Matter,19519,Elsevier Science,/scimag/journals/19519,/scimag/?journal=19519&page=1,1410,/scimag/?journal=19519&year=2017&volume=504&issue=,/scimag/?journal=19519&year=2018&volume=528&issue=,/scimag/?journal=19519&year=2019&volume=552&issue=,/scimag/?journal=19519&year=2020&volume=576&issue=,/scimag/?journal=19519&year=2021&volume=600&issue=
Physica B+C,19520,Elsevier Science,/scimag/journals/19520,/scimag/?journal=19520&page=1,245,,,,,
Physica C: Superconductivity,19521,Elsevier Science,/scimag/journals/19521,/scimag/?journal=19521&page=1,1124,/scimag/?journal=19521&year=2017&volume=532&issue=,/scimag/?journal=19521&year=2018&volume=544&issue=,/scimag/?journal=19521&year=2019&volume=556&issue=,/scimag/?journal=19521&year=2020&volume=568&issue=,/scimag/?journal=19521&year=2021&volume=580&issue=
Physica D: Nonlinear Phenomena,19522,Elsevier Science,/scimag/journals/19522,/scimag/?journal=19522&page=1,381,/scimag/?journal=19522&year=2017&volume=338&issue=,/scimag/?journal=19522&year=2018&volume=362&issue=,/scimag/?journal=19522&year=2019&volume=386-387&issue=,/scimag/?journal=19522&year=2020&volume=401&issue=,/scimag/?journal=19522&year=2021&volume=415&issue=
Physica E: Low-dimensional Systems and Nanostructures,19523,Elsevier Science,/scimag/journals/19523,/scimag/?journal=19523&page=1,413,/scimag/?journal=19523&year=2017&volume=85&issue=,/scimag/?journal=19523&year=2018&volume=95&issue=,/scimag/?journal=19523&year=2019&volume=105&issue=,/scimag/?journal=19523&year=2020&volume=115&issue=,/scimag/?journal=19523&year=2021&volume=125&issue=
Physical Medicine and Rehabilitation Clinics of North America,19544,Elsevier Science,/scimag/journals/19544,/scimag/?journal=19544&page=1,82,/scimag/?journal=19544&year=2017&volume=28&issue=1,/scimag/?journal=19544&year=2018&volume=29&issue=1,/scimag/?journal=19544&year=2019&volume=30&issue=1,/scimag/?journal=19544&year=2020&volume=31&issue=1,/scimag/?journal=19544&year=2021&volume=32&issue=1
Physical Therapy in Sport,19558,Elsevier Science,/scimag/journals/19558,/scimag/?journal=19558&page=1,64,/scimag/?journal=19558&year=2017&volume=23&issue=,/scimag/?journal=19558&year=2018&volume=29&issue=,/scimag/?journal=19558&year=2019&volume=35&issue=,/scimag/?journal=19558&year=2020&volume=41&issue=,/scimag/?journal=19558&year=2021&volume=47&issue=
Physics and Chemistry of the Earth,19564,Elsevier Science,/scimag/journals/19564,/scimag/?journal=19564&page=1,37,,,,,
"Physics and Chemistry of the Earth, Part A: Solid Earth and Geodesy",19565,Elsevier Science,/scimag/journals/19565,/scimag/?journal=19565&page=1,17,,,,,
"Physics and Chemistry of the Earth, Part B: Hydrology, Oceans and Atmosphere",19566,Elsevier Science,/scimag/journals/19566,/scimag/?journal=19566&page=1,22,,,,,
"Physics and Chemistry of the Earth, Part C: Solar, Terrestrial & Planetary Science",19567,Elsevier Science,/scimag/journals/19567,/scimag/?journal=19567&page=1,15,,,,,
"Physics and Chemistry of the Earth, Parts A/B/C",19568,Elsevier Science,/scimag/journals/19568,/scimag/?journal=19568&page=1,98,/scimag/?journal=19568&year=2017&volume=97&issue=,/scimag/?journal=19568&year=2018&volume=103&issue=,/scimag/?journal=19568&year=2019&volume=109&issue=,/scimag/?journal=19568&year=2020&volume=115&issue=,
Physics Letters,19576,Elsevier Science,/scimag/journals/19576,/scimag/?journal=19576&page=1,197,,,,,
Physics Letters A,19577,Elsevier Science,/scimag/journals/19577,/scimag/?journal=19577&page=1,1987,/scimag/?journal=19577&year=2017&volume=381&issue=1,/scimag/?journal=19577&year=2018&volume=382&issue=1,/scimag/?journal=19577&year=2019&volume=383&issue=1,/scimag/?journal=19577&year=2020&volume=384&issue=1,/scimag/?journal=19577&year=2021&volume=385&issue=
Physics Letters B,19578,Elsevier Science,/scimag/journals/19578,/scimag/?journal=19578&page=1,2501,/scimag/?journal=19578&year=2017&volume=764&issue=,/scimag/?journal=19578&year=2018&volume=776&issue=,/scimag/?journal=19578&year=2019&volume=788&issue=,/scimag/?journal=19578&year=2020&volume=800&issue=,/scimag/?journal=19578&year=2021&volume=812&issue=
Physics of Life Reviews,19583,Elsevier Science,/scimag/journals/19583,/scimag/?journal=19583&page=1,51,/scimag/?journal=19583&year=2017&volume=20&issue=,/scimag/?journal=19583&year=2018&volume=24&issue=,/scimag/?journal=19583&year=2019&volume=28&issue=,/scimag/?journal=19583&year=2020&volume=32&issue=,/scimag/?journal=19583&year=2021&volume=36&issue=
Physics of the Earth and Planetary Interiors,19587,Elsevier Science,/scimag/journals/19587,/scimag/?journal=19587&page=1,287,/scimag/?journal=19587&year=2017&volume=262&issue=,/scimag/?journal=19587&year=2018&volume=274&issue=,/scimag/?journal=19587&year=2019&volume=286&issue=,/scimag/?journal=19587&year=2020&volume=298&issue=,/scimag/?journal=19587&year=2021&volume=311&issue=
Physics Reports,19591,Elsevier Science,/scimag/journals/19591,/scimag/?journal=19591&page=1,218,/scimag/?journal=19591&year=2017&volume=666&issue=,/scimag/?journal=19591&year=2018&volume=726&issue=,/scimag/?journal=19591&year=2019&volume=786&issue=,/scimag/?journal=19591&year=2020&volume=838&issue=,
Physiological and Molecular Plant Pathology,19600,Elsevier Science,/scimag/journals/19600,/scimag/?journal=19600&page=1,101,/scimag/?journal=19600&year=2017&volume=97&issue=,/scimag/?journal=19600&year=2018&volume=101&issue=,/scimag/?journal=19600&year=2019&volume=105&issue=,/scimag/?journal=19600&year=2020&volume=109&issue=,/scimag/?journal=19600&year=2021&volume=113&issue=
Physiology & Behavior,19606,Elsevier Science,/scimag/journals/19606,/scimag/?journal=19606&page=1,769,/scimag/?journal=19606&year=2017&volume=168&issue=,/scimag/?journal=19606&year=2018&volume=183&issue=,/scimag/?journal=19606&year=2019&volume=198&issue=,/scimag/?journal=19606&year=2020&volume=213&issue=,/scimag/?journal=19606&year=2021&volume=228&issue=
Physiotherapy (Elsevier Science),19610,Elsevier Science,/scimag/journals/19610,/scimag/?journal=19610&page=1,453,/scimag/?journal=19610&year=2017&volume=24&issue=1,/scimag/?journal=19610&year=2018&volume=104&issue=1,/scimag/?journal=19610&year=2019&volume=105&issue=,/scimag/?journal=19610&year=2020&volume=106&issue=,
Phytochemistry,19617,Elsevier Science,/scimag/journals/19617,/scimag/?journal=19617&page=1,1337,/scimag/?journal=19617&year=2017&volume=133&issue=,/scimag/?journal=19617&year=2018&volume=145&issue=,/scimag/?journal=19617&year=2019&volume=157&issue=,/scimag/?journal=19617&year=2020&volume=169&issue=,/scimag/?journal=19617&year=2021&volume=181&issue=
Phytomedicine,19622,Elsevier Science,/scimag/journals/19622,/scimag/?journal=19622&page=1,183,/scimag/?journal=19622&year=2017&volume=24&issue=,/scimag/?journal=19622&year=2018&volume=38&issue=,/scimag/?journal=19622&year=2019&volume=52&issue=,/scimag/?journal=19622&year=2020&volume=66&issue=,/scimag/?journal=19622&year=2021&volume=80&issue=
Piel,19628,Elsevier Science,/scimag/journals/19628,/scimag/?journal=19628&page=1,119,/scimag/?journal=19628&year=2017&volume=32&issue=1,/scimag/?journal=19628&year=2018&volume=33&issue=1,/scimag/?journal=19628&year=2019&volume=34&issue=1,/scimag/?journal=19628&year=2020&volume=35&issue=1,
Placenta,19640,Elsevier Science,/scimag/journals/19640,/scimag/?journal=19640&page=1,402,/scimag/?journal=19640&year=2017&volume=49&issue=,/scimag/?journal=19640&year=2018&volume=61&issue=,/scimag/?journal=19640&year=2019&volume=75&issue=,/scimag/?journal=19640&year=2020&volume=89&issue=,/scimag/?journal=19640&year=2021&volume=103&issue=
Planetary and Space Science,19642,Elsevier Science,/scimag/journals/19642,/scimag/?journal=19642&page=1,443,/scimag/?journal=19642&year=2017&volume=135&issue=,/scimag/?journal=19642&year=2018&volume=150&issue=,/scimag/?journal=19642&year=2019&volume=165&issue=,/scimag/?journal=19642&year=2020&volume=180&issue=,/scimag/?journal=19642&year=2021&volume=195&issue=
Plant Physiology and Biochemistry,19684,Elsevier Science,/scimag/journals/19684,/scimag/?journal=19684&page=1,210,/scimag/?journal=19684&year=2017&volume=110&issue=,/scimag/?journal=19684&year=2018&volume=122&issue=,/scimag/?journal=19684&year=2019&volume=134&issue=,/scimag/?journal=19684&year=2020&volume=146&issue=,/scimag/?journal=19684&year=2021&volume=158&issue=
Plant Science,19688,Elsevier Science,/scimag/journals/19688,/scimag/?journal=19688&page=1,357,/scimag/?journal=19688&year=2017&volume=254&issue=,/scimag/?journal=19688&year=2018&volume=266&issue=,/scimag/?journal=19688&year=2019&volume=278&issue=,/scimag/?journal=19688&year=2020&volume=290&issue=,/scimag/?journal=19688&year=2021&volume=302&issue=
Plant Science Letters,19690,Elsevier Science,/scimag/journals/19690,/scimag/?journal=19690&page=1,80,,,,,
Plasma Therapy and Transfusion Technology,19713,Elsevier Science,/scimag/journals/19713,/scimag/?journal=19713&page=1,5,,,,,
Plasmas & Ions,19714,Elsevier Science,/scimag/journals/19714,/scimag/?journal=19714&page=1,2,,,,,
Plasmid,19716,Elsevier Science,/scimag/journals/19716,/scimag/?journal=19716&page=1,102,/scimag/?journal=19716&year=2017&volume=89&issue=,/scimag/?journal=19716&year=2018&volume=95&issue=,/scimag/?journal=19716&year=2019&volume=101&issue=,/scimag/?journal=19716&year=2020&volume=107&issue=,
"Plastics, Additives and Compounding",19721,Elsevier Science,/scimag/journals/19721,/scimag/?journal=19721&page=1,101,,,,,
Poetics,19745,Elsevier Science,/scimag/journals/19745,/scimag/?journal=19745&page=1,66,/scimag/?journal=19745&year=2017&volume=60&issue=,/scimag/?journal=19745&year=2018&volume=66&issue=,/scimag/?journal=19745&year=2019&volume=72&issue=,/scimag/?journal=19745&year=2020&volume=78&issue=,/scimag/?journal=19745&year=2021&volume=&issue=
Political Geography,19797,Elsevier Science,/scimag/journals/19797,/scimag/?journal=19797&page=1,101,/scimag/?journal=19797&year=2017&volume=56&issue=,/scimag/?journal=19797&year=2018&volume=62&issue=,/scimag/?journal=19797&year=2019&volume=68&issue=,/scimag/?journal=19797&year=2020&volume=76&issue=,/scimag/?journal=19797&year=2021&volume=84&issue=
Political Geography Quarterly,19798,Elsevier Science,/scimag/journals/19798,/scimag/?journal=19798&page=1,19,,,,,
Polyhedron,19828,Elsevier Science,/scimag/journals/19828,/scimag/?journal=19828&page=1,806,/scimag/?journal=19828&year=2017&volume=121&issue=,/scimag/?journal=19828&year=2018&volume=139&issue=,/scimag/?journal=19828&year=2019&volume=157&issue=,/scimag/?journal=19828&year=2020&volume=175&issue=,/scimag/?journal=19828&year=2021&volume=193&issue=
Polymer,19829,Elsevier Science,/scimag/journals/19829,/scimag/?journal=19829&page=1,1383,/scimag/?journal=19829&year=2017&volume=108&issue=,/scimag/?journal=19829&year=2018&volume=134&issue=,/scimag/?journal=19829&year=2019&volume=160&issue=,/scimag/?journal=19829&year=2020&volume=186&issue=,/scimag/?journal=19829&year=2021&volume=212&issue=
Polymer Contents,19833,Elsevier Science,/scimag/journals/19833,/scimag/?journal=19833&page=1,98,,,,,
Polymer Degradation and Stability,19834,Elsevier Science,/scimag/journals/19834,/scimag/?journal=19834&page=1,377,/scimag/?journal=19834&year=2017&volume=135&issue=,/scimag/?journal=19834&year=2018&volume=147&issue=,/scimag/?journal=19834&year=2019&volume=159&issue=,/scimag/?journal=19834&year=2020&volume=171&issue=,/scimag/?journal=19834&year=2021&volume=183&issue=
Polymer Gels and Networks,19836,Elsevier Science,/scimag/journals/19836,/scimag/?journal=19836&page=1,9,,,,,
Polymer Photochemistry,19841,Elsevier Science,/scimag/journals/19841,/scimag/?journal=19841&page=1,13,,,,,
Polymer Science U.S.S.R.,19848,Elsevier Science,/scimag/journals/19848,/scimag/?journal=19848&page=1,534,,,,,
Polymer Testing,19849,Elsevier Science,/scimag/journals/19849,/scimag/?journal=19849&page=1,224,/scimag/?journal=19849&year=2017&volume=57&issue=,/scimag/?journal=19849&year=2018&volume=65&issue=,/scimag/?journal=19849&year=2019&volume=73&issue=,/scimag/?journal=19849&year=2020&volume=81&issue=,/scimag/?journal=19849&year=2021&volume=93&issue=
Postharvest Biology and Technology,19892,Elsevier Science,/scimag/journals/19892,/scimag/?journal=19892&page=1,187,/scimag/?journal=19892&year=2017&volume=123&issue=,/scimag/?journal=19892&year=2018&volume=135&issue=,/scimag/?journal=19892&year=2019&volume=147&issue=,/scimag/?journal=19892&year=2020&volume=159&issue=,/scimag/?journal=19892&year=2021&volume=171&issue=
Powder Technology,19910,Elsevier Science,/scimag/journals/19910,/scimag/?journal=19910&page=1,644,/scimag/?journal=19910&year=2017&volume=305&issue=,/scimag/?journal=19910&year=2018&volume=323&issue=,/scimag/?journal=19910&year=2019&volume=341&issue=,/scimag/?journal=19910&year=2020&volume=359&issue=,/scimag/?journal=19910&year=2021&volume=377&issue=
Pratiques Psychologiques,19939,Elsevier Science,/scimag/journals/19939,/scimag/?journal=19939&page=1,25,/scimag/?journal=19939&year=2017&volume=23&issue=1,/scimag/?journal=19939&year=2018&volume=24&issue=1,/scimag/?journal=19939&year=2019&volume=25&issue=1,/scimag/?journal=19939&year=2020&volume=26&issue=1,
Precambrian Research,19944,Elsevier Science,/scimag/journals/19944,/scimag/?journal=19944&page=1,264,/scimag/?journal=19944&year=2017&volume=288&issue=,/scimag/?journal=19944&year=2018&volume=304&issue=,/scimag/?journal=19944&year=2019&volume=320&issue=,/scimag/?journal=19944&year=2020&volume=336&issue=,/scimag/?journal=19944&year=2021&volume=352&issue=
Precision Engineering,19946,Elsevier Science,/scimag/journals/19946,/scimag/?journal=19946&page=1,205,/scimag/?journal=19946&year=2017&volume=47&issue=,/scimag/?journal=19946&year=2018&volume=51&issue=,/scimag/?journal=19946&year=2019&volume=55&issue=,/scimag/?journal=19946&year=2020&volume=61&issue=,/scimag/?journal=19946&year=2021&volume=67&issue=
Prevention and Control,19964,Elsevier Science,/scimag/journals/19964,/scimag/?journal=19964&page=1,4,,,,,
Preventive Medicine,19968,Elsevier Science,/scimag/journals/19968,/scimag/?journal=19968&page=1,361,/scimag/?journal=19968&year=2017&volume=94&issue=,/scimag/?journal=19968&year=2018&volume=106&issue=,/scimag/?journal=19968&year=2019&volume=118&issue=,/scimag/?journal=19968&year=2020&volume=130&issue=,/scimag/?journal=19968&year=2021&volume=142&issue=
Preventive Veterinary Medicine,19970,Elsevier Science,/scimag/journals/19970,/scimag/?journal=19970&page=1,217,/scimag/?journal=19970&year=2017&volume=136&issue=,/scimag/?journal=19970&year=2018&volume=149&issue=,/scimag/?journal=19970&year=2019&volume=162&issue=,/scimag/?journal=19970&year=2020&volume=174&issue=,/scimag/?journal=19970&year=2021&volume=186&issue=
Prevenzione & Assistenza Dentale,19971,"Masson, Italy (now Elsevier Masson)",/scimag/journals/19971,/scimag/?journal=19971&page=1,5,,,,,
Primary Care Respiratory Journal,19980,Elsevier Science,/scimag/journals/19980,/scimag/?journal=19980&page=1,50,,,,,
Primary Care Update for OB/GYNS,19981,Elsevier Science,/scimag/journals/19981,/scimag/?journal=19981&page=1,24,,,,,
Primary Care: Clinics in Office Practice,19982,Elsevier Science,/scimag/journals/19982,/scimag/?journal=19982&page=1,68,/scimag/?journal=19982&year=2017&volume=44&issue=1,/scimag/?journal=19982&year=2018&volume=45&issue=1,/scimag/?journal=19982&year=2019&volume=46&issue=1,/scimag/?journal=19982&year=2020&volume=47&issue=1,
Probabilistic Engineering Mechanics,20000,Elsevier Science,/scimag/journals/20000,/scimag/?journal=20000&page=1,59,/scimag/?journal=20000&year=2017&volume=47&issue=,/scimag/?journal=20000&year=2018&volume=51&issue=,/scimag/?journal=20000&year=2019&volume=55&issue=,/scimag/?journal=20000&year=2020&volume=59&issue=,/scimag/?journal=20000&year=2021&volume=63&issue=
Proceedings of the Combustion Institute,20066,Elsevier Science,/scimag/journals/20066,/scimag/?journal=20066&page=1,390,/scimag/?journal=20066&year=2017&volume=21&issue=1,/scimag/?journal=20066&year=2018&volume=22&issue=1,/scimag/?journal=20066&year=2019&volume=37&issue=1,/scimag/?journal=20066&year=2020&volume=&issue=,
Process Biochemistry,20183,Elsevier Science,/scimag/journals/20183,/scimag/?journal=20183&page=1,293,/scimag/?journal=20183&year=2017&volume=52&issue=,/scimag/?journal=20183&year=2018&volume=64&issue=,/scimag/?journal=20183&year=2019&volume=76&issue=,/scimag/?journal=20183&year=2020&volume=88&issue=,/scimag/?journal=20183&year=2021&volume=100&issue=
Progresos de Obstetricia y Ginecología,20208,Elsevier Science,/scimag/journals/20208,/scimag/?journal=20208&page=1,69,,,,,
Progress in Aerospace Sciences,20209,Elsevier Science,/scimag/journals/20209,/scimag/?journal=20209&page=1,40,/scimag/?journal=20209&year=2017&volume=88&issue=,/scimag/?journal=20209&year=2018&volume=96&issue=,/scimag/?journal=20209&year=2019&volume=104&issue=,/scimag/?journal=20209&year=2020&volume=112&issue=,/scimag/?journal=20209&year=2021&volume=120&issue=
Progress in Biophysics and Molecular Biology,20214,Elsevier Science,/scimag/journals/20214,/scimag/?journal=20214&page=1,120,/scimag/?journal=20214&year=2017&volume=123&issue=,/scimag/?journal=20214&year=2018&volume=132&issue=,/scimag/?journal=20214&year=2019&volume=141&issue=,/scimag/?journal=20214&year=2020&volume=150&issue=,
Progress in Brain Research,20216,Elsevier Science,/scimag/journals/20216,/scimag/?journal=20216&page=1,1,,,,,/scimag/?journal=20216&year=2021&volume=&issue=
Progress in Cardiovascular Diseases,20217,Elsevier Science,/scimag/journals/20217,/scimag/?journal=20217&page=1,118,/scimag/?journal=20217&year=2017&volume=59&issue=4,/scimag/?journal=20217&year=2018&volume=60&issue=4-5,/scimag/?journal=20217&year=2019&volume=62&issue=1,/scimag/?journal=20217&year=2020&volume=63&issue=1,
Progress in Crystal Growth and Characterization,20222,Elsevier Science,/scimag/journals/20222,/scimag/?journal=20222&page=1,18,,,,,
Progress in Crystal Growth and Characterization of Materials,20223,Elsevier Science,/scimag/journals/20223,/scimag/?journal=20223&page=1,24,/scimag/?journal=20223&year=2017&volume=63&issue=1,/scimag/?journal=20223&year=2018&volume=64&issue=1,/scimag/?journal=20223&year=2019&volume=65&issue=1,/scimag/?journal=20223&year=2020&volume=66&issue=1,/scimag/?journal=20223&year=2021&volume=67&issue=1
Progress in Energy and Combustion Science,20230,Elsevier Science,/scimag/journals/20230,/scimag/?journal=20230&page=1,41,/scimag/?journal=20230&year=2017&volume=58&issue=,/scimag/?journal=20230&year=2018&volume=64&issue=,/scimag/?journal=20230&year=2019&volume=70&issue=,/scimag/?journal=20230&year=2020&volume=76&issue=,/scimag/?journal=20230&year=2021&volume=82&issue=
Progress in Growth Factor Research,20231,Elsevier Science,/scimag/journals/20231,/scimag/?journal=20231&page=1,9,,,,,
Progress in Histochemistry and Cytochemistry,20233,Elsevier Science,/scimag/journals/20233,/scimag/?journal=20233&page=1,21,,,,,
Progress in Lipid Research,20237,Elsevier Science,/scimag/journals/20237,/scimag/?journal=20237&page=1,49,/scimag/?journal=20237&year=2017&volume=65&issue=,/scimag/?journal=20237&year=2018&volume=69&issue=,/scimag/?journal=20237&year=2019&volume=73&issue=,/scimag/?journal=20237&year=2020&volume=77&issue=,/scimag/?journal=20237&year=2021&volume=81&issue=
Progress in Materials Science,20238,Elsevier Science,/scimag/journals/20238,/scimag/?journal=20238&page=1,37,/scimag/?journal=20238&year=2017&volume=86&issue=,/scimag/?journal=20238&year=2018&volume=93&issue=,/scimag/?journal=20238&year=2019&volume=99&issue=,/scimag/?journal=20238&year=2020&volume=107&issue=,/scimag/?journal=20238&year=2021&volume=115&issue=
Progress in Metal Physics,20240,Elsevier Science,/scimag/journals/20240,/scimag/?journal=20240&page=1,4,,,,,
Progress in Natural Science,20242,Elsevier Science,/scimag/journals/20242,/scimag/?journal=20242&page=1,93,/scimag/?journal=20242&year=2017&volume=27&issue=1,/scimag/?journal=20242&year=2018&volume=28&issue=2,/scimag/?journal=20242&year=2019&volume=29&issue=1,/scimag/?journal=20242&year=2020&volume=30&issue=1,
Progress in Neuro-Psychopharmacology,20245,Elsevier Science,/scimag/journals/20245,/scimag/?journal=20245&page=1,15,,,,,
Progress in Neuro-Psychopharmacology and Biological Psychiatry,20246,Elsevier Science,/scimag/journals/20246,/scimag/?journal=20246&page=1,273,/scimag/?journal=20246&year=2017&volume=72&issue=,/scimag/?journal=20246&year=2018&volume=80&issue=,/scimag/?journal=20246&year=2019&volume=88&issue=,/scimag/?journal=20246&year=2020&volume=96&issue=,/scimag/?journal=20246&year=2021&volume=104&issue=
Progress in Neurobiology,20243,Elsevier Science,/scimag/journals/20243,/scimag/?journal=20243&page=1,104,/scimag/?journal=20243&year=2017&volume=148&issue=,/scimag/?journal=20243&year=2018&volume=160&issue=,/scimag/?journal=20243&year=2019&volume=172&issue=,/scimag/?journal=20243&year=2020&volume=184&issue=,/scimag/?journal=20243&year=2021&volume=&issue=
Progress in Nuclear Energy,20248,Elsevier Science,/scimag/journals/20248,/scimag/?journal=20248&page=1,170,/scimag/?journal=20248&year=2017&volume=94&issue=,/scimag/?journal=20248&year=2018&volume=102&issue=,/scimag/?journal=20248&year=2019&volume=110&issue=,/scimag/?journal=20248&year=2020&volume=118&issue=,/scimag/?journal=20248&year=2021&volume=131&issue=
Progress in Nuclear Magnetic Resonance Spectroscopy,20249,Elsevier Science,/scimag/journals/20249,/scimag/?journal=20249&page=1,35,/scimag/?journal=20249&year=2017&volume=98-99&issue=,/scimag/?journal=20249&year=2018&volume=104&issue=,/scimag/?journal=20249&year=2019&volume=110&issue=,/scimag/?journal=20249&year=2020&volume=116&issue=,
Progress in Nucleic Acid Research and Molecular Biology,20250,Elsevier Science,/scimag/journals/20250,/scimag/?journal=20250&page=1,1,,,,,
Progress in Oceanography,20251,Elsevier Science,/scimag/journals/20251,/scimag/?journal=20251&page=1,119,/scimag/?journal=20251&year=2017&volume=150&issue=,/scimag/?journal=20251&year=2018&volume=160&issue=,/scimag/?journal=20251&year=2019&volume=170&issue=,/scimag/?journal=20251&year=2020&volume=180&issue=,/scimag/?journal=20251&year=2021&volume=190&issue=
Progress in Organic Coatings (Elsevier),20253,Elsevier Science,/scimag/journals/20253,/scimag/?journal=20253&page=1,249,/scimag/?journal=20253&year=2017&volume=102&issue=,/scimag/?journal=20253&year=2018&volume=114&issue=,/scimag/?journal=20253&year=2019&volume=126&issue=,/scimag/?journal=20253&year=2020&volume=138&issue=,/scimag/?journal=20253&year=2021&volume=150&issue=
Progress in Particle and Nuclear Physics,20258,Elsevier Science,/scimag/journals/20258,/scimag/?journal=20258&page=1,82,/scimag/?journal=20258&year=2017&volume=92&issue=,/scimag/?journal=20258&year=2018&volume=98&issue=,/scimag/?journal=20258&year=2019&volume=104&issue=,/scimag/?journal=20258&year=2020&volume=110&issue=,/scimag/?journal=20258&year=2021&volume=116&issue=
Progress in Pediatric Cardiology,20259,Elsevier Science,/scimag/journals/20259,/scimag/?journal=20259&page=1,63,/scimag/?journal=20259&year=2017&volume=44&issue=,/scimag/?journal=20259&year=2018&volume=48&issue=,/scimag/?journal=20259&year=2019&volume=52&issue=,/scimag/?journal=20259&year=2020&volume=56&issue=,
Progress in Planning,20262,Elsevier Science,/scimag/journals/20262,/scimag/?journal=20262&page=1,32,/scimag/?journal=20262&year=2017&volume=111&issue=,/scimag/?journal=20262&year=2018&volume=119&issue=,/scimag/?journal=20262&year=2019&volume=127&issue=,/scimag/?journal=20262&year=2020&volume=135&issue=,
Progress in Polymer Science,20263,Elsevier Science,/scimag/journals/20263,/scimag/?journal=20263&page=1,67,/scimag/?journal=20263&year=2017&volume=64&issue=,/scimag/?journal=20263&year=2018&volume=76&issue=,/scimag/?journal=20263&year=2019&volume=88&issue=,/scimag/?journal=20263&year=2020&volume=100&issue=,/scimag/?journal=20263&year=2021&volume=112&issue=
Progress in Quantum Electronics,20264,Elsevier Science,/scimag/journals/20264,/scimag/?journal=20264&page=1,16,/scimag/?journal=20264&year=2017&volume=51&issue=,/scimag/?journal=20264&year=2018&volume=57&issue=,/scimag/?journal=20264&year=2019&volume=63&issue=,/scimag/?journal=20264&year=2020&volume=69&issue=,
Progress in Retinal and Eye Research,20266,Elsevier Science,/scimag/journals/20266,/scimag/?journal=20266&page=1,38,/scimag/?journal=20266&year=2017&volume=56&issue=,/scimag/?journal=20266&year=2018&volume=62&issue=,/scimag/?journal=20266&year=2019&volume=68&issue=,/scimag/?journal=20266&year=2020&volume=74&issue=,/scimag/?journal=20266&year=2021&volume=&issue=
Progress in Retinal Research,20267,Elsevier Science,/scimag/journals/20267,/scimag/?journal=20267&page=1,7,,,,,
Progress in Solid State Chemistry,20268,Elsevier Science,/scimag/journals/20268,/scimag/?journal=20268&page=1,21,/scimag/?journal=20268&year=2017&volume=45-46&issue=,/scimag/?journal=20268&year=2018&volume=49&issue=,/scimag/?journal=20268&year=2019&volume=53&issue=,/scimag/?journal=20268&year=2020&volume=57&issue=,
Progress in Surface Science,20270,Elsevier Science,/scimag/journals/20270,/scimag/?journal=20270&page=1,49,/scimag/?journal=20270&year=2017&volume=92&issue=1,/scimag/?journal=20270&year=2018&volume=93&issue=1,/scimag/?journal=20270&year=2019&volume=94&issue=1,/scimag/?journal=20270&year=2020&volume=95&issue=1,
Progress in the Chemistry of Fats and other Lipids,20271,Elsevier Science,/scimag/journals/20271,/scimag/?journal=20271&page=1,9,,,,,
Prostaglandins,20293,Elsevier Science,/scimag/journals/20293,/scimag/?journal=20293&page=1,266,/scimag/?journal=20293&year=2017&volume=128-129&issue=,/scimag/?journal=20293&year=2018&volume=134&issue=,/scimag/?journal=20293&year=2019&volume=140&issue=,/scimag/?journal=20293&year=2020&volume=146&issue=,/scimag/?journal=20293&year=2021&volume=152&issue=
Prostaglandins and Medicine,20294,Elsevier Science,/scimag/journals/20294,/scimag/?journal=20294&page=1,19,,,,,
"Prostaglandins, Leukotrienes and Essential Fatty Acids (PLEFA)",20296,Elsevier Science,/scimag/journals/20296,/scimag/?journal=20296&page=1,174,/scimag/?journal=20296&year=2017&volume=116&issue=,/scimag/?journal=20296&year=2018&volume=128&issue=,/scimag/?journal=20296&year=2019&volume=140&issue=,/scimag/?journal=20296&year=2020&volume=152&issue=,/scimag/?journal=20296&year=2021&volume=164&issue=
"Prostaglandins, Leukotrienes and Medicine",20297,Elsevier Science,/scimag/journals/20297,/scimag/?journal=20297&page=1,39,,,,,
Protein Expression and Purification,20308,Elsevier Science,/scimag/journals/20308,/scimag/?journal=20308&page=1,234,/scimag/?journal=20308&year=2017&volume=129&issue=,/scimag/?journal=20308&year=2018&volume=141&issue=,/scimag/?journal=20308&year=2019&volume=153&issue=,/scimag/?journal=20308&year=2020&volume=165&issue=,/scimag/?journal=20308&year=2021&volume=177&issue=
Protist,20317,Elsevier Science,/scimag/journals/20317,/scimag/?journal=20317&page=1,49,/scimag/?journal=20317&year=2017&volume=168&issue=1,/scimag/?journal=20317&year=2018&volume=169&issue=1,/scimag/?journal=20317&year=2019&volume=170&issue=1,/scimag/?journal=20317&year=2020&volume=171&issue=1,
